50000	0.00598251	0.00430916	0.00408978	
100000	0.0123357	0.00907212	0.00846864	
150000	0.0195808	0.0134743	0.0151682	
200000	0.0285532	0.0182818	0.0172077	
250000	0.0340705	0.0232152	0.0222094	
300000	0.041782	0.0284683	0.0268857	
350000	0.0500551	0.033842	0.0340554	
400000	0.0690226	0.0399177	0.0398079	
450000	0.0699629	0.0440694	0.0411309	
500000	0.0760728	0.0569612	0.0492703	
550000	0.0882897	0.0545628	0.0519469	
600000	0.098794	0.0772514	0.0821304	
650000	0.157545	0.0718827	0.0626194	
700000	0.117442	0.0726376	0.0671639	
750000	0.127074	0.0819397	0.074051	
800000	0.138636	0.0911679	0.0784054	
850000	0.155017	0.0982719	0.0866663	
900000	0.168263	0.100262	0.0918154	
950000	0.192503	0.112497	0.102051	
1000000	0.20081	0.115894	0.106264	
1050000	0.202288	0.119432	0.110261	
1100000	0.211444	0.129257	0.130355	
1150000	0.284289	0.149852	0.136757	
1200000	0.263846	0.145101	0.138046	
1250000	0.265511	0.157338	0.140004	
