5000 	0.011056	0.017443	0.008089
10000 	0.043306	0.067241	0.032646
15000 	0.093555	0.151258	0.072444
20000 	0.174789	0.28262	0.134173
25000 	0.265553	0.461164	0.202685
30000 	0.38067	0.665985	0.340084
35000 	0.517218	0.892789	0.422763
40000 	0.675711	1.17424	0.531352
45000 	0.834972	1.36297	0.695902
50000 	1.03277	1.7932	0.865184
55000 	1.20413	2.12558	1.05623
60000 	1.4753	2.46032	1.20223
65000 	1.73993	2.97958	1.46595
70000 	2.10904	3.50351	1.74149
75000 	2.26959	3.91643	1.87681
80000 	2.5843	4.35726	2.19187
85000 	2.9258	4.88557	2.40528
90000 	3.49419	5.68792	2.77488
95000 	3.57655	6.14637	3.0906
100000 	4.0049	7.06806	3.33198
105000 	4.47093	7.93429	3.78251
110000 	4.9406	8.39477	4.2745
115000 	5.8399	9.27117	4.8454
120000 	6.44988	10.0604	4.85334
125000 	6.45372	10.8695	5.35744
